"Time (s)","X (µT)","Y (µT)","Z (µT)"
9.65651105E+01,1891,3766,6416
9.65852275E+01,1868,3805,6382
9.66053435E+01,1892,3832,6372
9.66254605E+01,1866,3861,6344
9.66455775E+01,1886,3905,6344
9.66656945E+01,1912,3905,6330
9.66858105E+01,1912,3911,6318
9.67059275E+01,1928,3956,6287
9.67260445E+01,1932,3938,6269
9.67461578E+01,1951,3966,6263
9.67662748E+01,1962,3956,6251
9.67863918E+01,1977,3970,6251
9.68065078E+01,1995,3976,6278
9.68266248E+01,2013,3958,6262
9.68467418E+01,2025,3951,6270
9.68668578E+01,2028,3954,6250
9.68869748E+01,2049,3945,6269
9.69070918E+01,2071,3927,6262
9.69272088E+01,2085,3935,6273
9.69473248E+01,2079,3915,6269
9.69674418E+01,2104,3917,6289
9.69875588E+01,2092,3925,6289
9.70076748E+01,2103,3917,6305
9.70277918E+01,2098,3907,6309
9.70479088E+01,2107,3881,6308
9.70680248E+01,2099,3874,6305
9.70881418E+01,2103,3834,6330
9.71082588E+01,2096,3836,6341
9.71283758E+01,2087,3814,6381
9.71484918E+01,2085,3788,6370
9.71686088E+01,2097,3770,6410
9.71887258E+01,2068,3750,6409
9.72088418E+01,2067,3735,6428
9.72289588E+01,2037,3700,6430
9.72490758E+01,2022,3684,6445
9.72691918E+01,2002,3668,6465
9.72893088E+01,1988,3679,6472
9.73094258E+01,1969,3675,6468
9.73295418E+01,1967,3682,6467
9.73496588E+01,1947,3695,6465
9.73697758E+01,1944,3691,6465
9.73898918E+01,1924,3691,6448
9.74100088E+01,1924,3714,6452
9.74301258E+01,1915,3736,6437
9.74502428E+01,1904,3752,6418
9.74703588E+01,1860,3778,6404
9.74904758E+01,1862,3804,6372
9.75105928E+01,1821,3823,6376
9.75307088E+01,1812,3877,6357
9.75508258E+01,1801,3908,6322
9.75709428E+01,1790,3915,6305
9.75910588E+01,1771,3961,6285
9.76111758E+01,1754,3984,6252
9.76312928E+01,1729,4013,6250
9.76514088E+01,1717,4027,6226
9.76715258E+01,1685,4070,6210
9.76916428E+01,1671,4065,6205
9.77117588E+01,1646,4102,6194
9.77318766E+01,1641,4124,6172
9.77519936E+01,1627,4155,6140
9.77721096E+01,1640,4172,6135
9.77922266E+01,1599,4190,6124
9.78123436E+01,1610,4220,6106
9.78324596E+01,1602,4255,6081
9.78525766E+01,1597,4281,6056
9.78726936E+01,1584,4303,6021
9.78928096E+01,1599,4348,5993
9.79129266E+01,1584,4402,5961
9.79330436E+01,1581,4440,5921
9.79531606E+01,1572,4479,5888
9.79732766E+01,1594,4551,5850
9.79933936E+01,1599,4588,5791
9.80135106E+01,1588,4652,5758
9.80336266E+01,1598,4694,5710
9.80537436E+01,1612,4766,5665
9.80738606E+01,1616,4803,5595
9.80939766E+01,1616,4803,5595
9.81140936E+01,1616,4865,5536
9.81342106E+01,1617,4916,5489
9.81543266E+01,1630,4976,5435
9.81744436E+01,1628,5039,5394
9.81945606E+01,1633,5096,5302
9.82146766E+01,1630,5126,5256
9.82347936E+01,1644,5187,5187
9.82549106E+01,1650,5238,5141
9.82750266E+01,1675,5256,5068
9.82951436E+01,1679,5326,5011
9.83152606E+01,1672,5377,4941
9.83353766E+01,1697,5413,4909
9.83554936E+01,1721,5467,4829
9.83756106E+01,1709,5493,4817
9.83957266E+01,1724,5514,4751
9.84158436E+01,1741,5566,4713
9.84359606E+01,1749,5586,4655
9.84560766E+01,1762,5630,4598
9.84761936E+01,1759,5671,4543
9.84963106E+01,1764,5705,4489
9.85164266E+01,1768,5742,4414
9.85365436E+01,1795,5791,4350
9.85566606E+01,1795,5818,4286
9.85767766E+01,1806,5854,4233
9.85968936E+01,1801,5889,4155
9.86170106E+01,1822,5950,4083
9.86371266E+01,1811,5987,3995
9.86572436E+01,1813,6029,3930
9.86773606E+01,1836,6089,3832
9.86974766E+01,1814,6103,3757
9.87175936E+01,1814,6129,3688
9.87377091E+01,1834,6185,3609
9.87578261E+01,1817,6197,3551
9.87779431E+01,1811,6226,3486
9.87980591E+01,1796,6242,3437
9.88181761E+01,1793,6257,3437
9.88382931E+01,1793,6257,3414
9.88584091E+01,1770,6266,3370
9.88785261E+01,1775,6302,3340
9.88986431E+01,1772,6297,3307
9.89187591E+01,1780,6311,3271
9.89388761E+01,1779,6314,3253
9.89589931E+01,1784,6335,3192
9.89791091E+01,1796,6352,3168
9.89992261E+01,1789,6380,3089
9.90193431E+01,1807,6419,3039
9.90394591E+01,1826,6402,2965
9.90595761E+01,1827,6436,2901
9.90796931E+01,1837,6456,2794
9.90998091E+01,1854,6494,2712
9.91199261E+01,1835,6513,2628
9.91400431E+01,1860,6560,2543
9.91601591E+01,1853,6572,2442
9.91802761E+01,1857,6574,2372
9.92003931E+01,1863,6582,2290
9.92205091E+01,1861,6595,2231
9.92406261E+01,1853,6618,2198
9.92607431E+01,1846,6620,2161
9.92808591E+01,1854,6622,2123
9.93009761E+01,1849,6640,2083
9.93210921E+01,1830,6647,2030
9.93412091E+01,1839,6630,1995
9.93613261E+01,1825,6641,1991
9.93814421E+01,1829,6651,1939
9.94015591E+01,1836,6662,1872
9.94216761E+01,1818,6656,1816
9.94417921E+01,1819,6668,1729
9.94619091E+01,1824,6671,1628
9.94820261E+01,1823,6668,1533
9.95021421E+01,1817,6689,1407
9.95222591E+01,1810,6678,1282
9.95423761E+01,1807,6683,1282
9.95624921E+01,1818,6683,1169
9.95826091E+01,1818,6674,1064
9.96027261E+01,1824,6673,955
9.96228421E+01,1806,6673,843
9.96429591E+01,1803,6662,732
9.96630751E+01,1823,6658,623
9.96831921E+01,1801,6638,520
9.97033091E+01,1812,6631,404
9.97234251E+01,1813,6602,276
9.97435421E+01,1819,6608,158
9.97636591E+01,1808,6577,52
9.97837751E+01,1801,6564,-23
9.98038921E+01,1814,6549,-89
9.98240091E+01,1803,6535,-146
9.98441251E+01,1776,6522,-205
9.98642421E+01,1803,6501,-257
9.98843581E+01,1796,6483,-324
9.99044751E+01,1794,6484,-388
9.99245921E+01,1774,6458,-456
9.99447081E+01,1791,6437,-528
9.99648251E+01,1780,6415,-589
9.99849421E+01,1804,6387,-655
1.00005058E+02,1769,6387,-706
1.00025175E+02,1791,6355,-778
1.00045292E+02,1772,6322,-872
1.00065408E+02,1794,6299,-950
1.00085525E+02,1796,6248,-1019
1.00105642E+02,1803,6213,-1111
1.00125758E+02,1780,6171,-1175
1.00145875E+02,1809,6142,-1248
1.00165991E+02,1803,6111,-1315
1.00186108E+02,1804,6087,-1385
1.00206225E+02,1804,6050,-1455
1.00226341E+02,1824,6017,-1532
1.00246458E+02,1810,5969,-1609
1.00266575E+02,1826,5923,-1609
1.00286691E+02,1830,5923,-1698
1.00306808E+02,1830,5868,-1756
1.00326924E+02,1840,5827,-1845
1.00347041E+02,1831,5769,-1927
1.00367158E+02,1820,5718,-2000
1.00387274E+02,1814,5670,-2083
1.00407391E+02,1825,5602,-2160
1.00427508E+02,1815,5569,-2219
1.00447624E+02,1809,5519,-2288
1.00467741E+02,1823,5470,-2356
1.00487858E+02,1800,5407,-2420
1.00507974E+02,1784,5359,-2499
1.00528091E+02,1779,5266,-2551
1.00548207E+02,1769,5234,-2630
1.00568324E+02,1758,5169,-2677
1.00588441E+02,1759,5130,-2740
1.00608557E+02,1740,5053,-2800
1.00628674E+02,1746,4994,-2857
1.00648791E+02,1741,4941,-2919
1.00668907E+02,1777,4896,-2974
1.00689024E+02,1757,4792,-3050
1.00709140E+02,1762,4721,-3096
1.00729257E+02,1769,4646,-3179
1.00749374E+02,1783,4556,-3225
1.00769490E+02,1785,4491,-3301
1.00789607E+02,1789,4435,-3352
1.00809724E+02,1787,4394,-3371
1.00829840E+02,1797,4347,-3404
1.00849957E+02,1800,4293,-3455
1.00870073E+02,1809,4262,-3464
1.00890190E+02,1810,4207,-3467
1.00910307E+02,1842,4198,-3508
1.00930423E+02,1845,4173,-3489
1.00950540E+02,1850,4161,-3501
1.00970656E+02,1852,4152,-3500
1.00990773E+02,1866,4168,-3500
1.01010890E+02,1866,4168,-3525
1.01031006E+02,1862,4129,-3514
1.01051123E+02,1856,4116,-3548
1.01071240E+02,1871,4120,-3518
1.01091356E+02,1880,4108,-3551
1.01111473E+02,1867,4097,-3544
1.01131589E+02,1889,4085,-3544
1.01151706E+02,1896,4072,-3548
1.01171823E+02,1902,4078,-3548
1.01191939E+02,1906,4101,-3540
1.01212056E+02,1899,4092,-3533
1.01232172E+02,1903,4121,-3543
1.01252289E+02,1922,4135,-3515
1.01272406E+02,1918,4138,-3513
1.01292522E+02,1903,4144,-3507
1.01312639E+02,1937,4159,-3502
1.01332756E+02,1933,4153,-3513
1.01352872E+02,1940,4140,-3519
1.01372989E+02,1926,4120,-3524
1.01393105E+02,1940,4100,-3567
1.01413222E+02,1932,4061,-3591
1.01433339E+02,1939,3961,-3627
1.01453455E+02,1919,3931,-3673
1.01473572E+02,1954,3843,-3730
1.01493688E+02,1936,3735,-3768
1.01513805E+02,1925,3630,-3833
1.01533922E+02,1910,3537,-3893
1.01554038E+02,1927,3400,-3952
1.01574155E+02,1896,3246,-4019
1.01594271E+02,1902,3116,-4098
1.01614388E+02,1904,2916,-4167
1.01634505E+02,1874,2714,-4235
1.01654621E+02,1872,2511,-4327
1.01674738E+02,1868,2296,-4372
1.01694855E+02,1845,2043,-4431
1.01714971E+02,1835,1849,-4431
1.01735089E+02,1835,1849,-4476
1.01755205E+02,1842,1619,-4505
1.01775322E+02,1822,1427,-4540
1.01795439E+02,1811,1217,-4551
1.01815555E+02,1816,1042,-4577
1.01835672E+02,1805,895,-4581
1.01855788E+02,1803,752,-4584
1.01875905E+02,1795,632,-4595
1.01896022E+02,1791,476,-4596
1.01916138E+02,1795,378,-4585
1.01936255E+02,1785,213,-4572
1.01956371E+02,1783,81,-4569
1.01976488E+02,1784,-32,-4547
1.01996605E+02,1778,-138,-4533
1.02016721E+02,1784,-267,-4516
1.02036838E+02,1780,-366,-4515
1.02056954E+02,1765,-502,-4488
1.02077071E+02,1759,-598,-4470
1.02097187E+02,1739,-715,-4445
1.02117304E+02,1732,-802,-4437
1.02137421E+02,1724,-882,-4428
1.02157537E+02,1717,-965,-4405
1.02177654E+02,1691,-1027,-4380
1.02197770E+02,1710,-1095,-4385
1.02217887E+02,1683,-1172,-4335
1.02238004E+02,1684,-1274,-4342
1.02258120E+02,1656,-1350,-4288
1.02278237E+02,1656,-1473,-4258
1.02298353E+02,1656,-1567,-4228
1.02318470E+02,1648,-1670,-4210
1.02338587E+02,1644,-1750,-4169
1.02358703E+02,1640,-1826,-4144
1.02378820E+02,1653,-1888,-4123
1.02398936E+02,1645,-1965,-4100
1.02419053E+02,1628,-1995,-4087
1.02439170E+02,1650,-1798,-4087
1.02459286E+02,1650,-2054,-4057
1.02479403E+02,1643,-2102,-4043
1.02499519E+02,1635,-2163,-4016
1.02519636E+02,1640,-2227,-3997
1.02539753E+02,1648,-2281,-3965
1.02559869E+02,1646,-2358,-3933
1.02579986E+02,1622,-2446,-3897
1.02600102E+02,1626,-2513,-3875
1.02620219E+02,1629,-2566,-3840
1.02640335E+02,1620,-2611,-3800
1.02660452E+02,1611,-2691,-3762
1.02680569E+02,1602,-2715,-3746
1.02700685E+02,1593,-2788,-3727
1.02720802E+02,1581,-2821,-3700
1.02740917E+02,1573,-2862,-3664
1.02761034E+02,1580,-2912,-3658
1.02781151E+02,1565,-2955,-3617
1.02801267E+02,1575,-3003,-3594
1.02821384E+02,1577,-3088,-3550
1.02841500E+02,1557,-3138,-3508
1.02861617E+02,1548,-3222,-3451
1.02881734E+02,1538,-3277,-3404
1.02901850E+02,1539,-3357,-3354
1.02921967E+02,1534,-3450,-3298
1.02942083E+02,1523,-3508,-3225
1.02962200E+02,1517,-3586,-3177
1.02982316E+02,1503,-3655,-3112
1.03002433E+02,1504,-3740,-3040
1.03022550E+02,1495,-3792,-3008
1.03042666E+02,1503,-3833,-2968
1.03062783E+02,1488,-3912,-2910
1.03082899E+02,1482,-3942,-2879
1.03103016E+02,1487,-3992,-2815
1.03123132E+02,1501,-4041,-2771
1.03143249E+02,1489,-4096,-2730
1.03163366E+02,1500,-4096,-2730
1.03183482E+02,1500,-4149,-2681
1.03203599E+02,1497,-4177,-2626
1.03223715E+02,1500,-4243,-2595
1.03243832E+02,1501,-4279,-2551
1.03263949E+02,1511,-4323,-2501
1.03284065E+02,1510,-4384,-2443
1.03304182E+02,1519,-4388,-2442
1.03324298E+02,1506,-4415,-2400
1.03344415E+02,1504,-4410,-2399
1.03364531E+02,1526,-4446,-2390
1.03384648E+02,1517,-4457,-2354
1.03404765E+02,1513,-4487,-2332
1.03424881E+02,1497,-4520,-2267
1.03444998E+02,1512,-4596,-2224
1.03465114E+02,1481,-4659,-2115
1.03485231E+02,1489,-4762,-2043
1.03505347E+02,1466,-4837,-1918
1.03525464E+02,1482,-4951,-1795
1.03545581E+02,1469,-5049,-1664
1.03565697E+02,1477,-5130,-1542
1.03585814E+02,1477,-5209,-1408
1.03605930E+02,1489,-5266,-1315
1.03626047E+02,1498,-5316,-1216
1.03646163E+02,1509,-5352,-1147
1.03666280E+02,1522,-5391,-1087
1.03686397E+02,1527,-5430,-1021
1.03706513E+02,1544,-5465,-968
1.03726630E+02,1558,-5495,-906
1.03746746E+02,1537,-5533,-839
1.03766863E+02,1548,-5593,-755
1.03786979E+02,1539,-5623,-648
1.03807096E+02,1546,-5666,-532
1.03827212E+02,1536,-5719,-404
1.03847329E+02,1526,-5782,-275
1.03867446E+02,1535,-5821,-275
1.03887562E+02,1526,-5821,-127
1.03907679E+02,1526,-5876,43
1.03927795E+02,1511,-5911,203
1.03947912E+02,1516,-5955,399
1.03968028E+02,1488,-5983,588
1.03988145E+02,1518,-6020,798
1.04008261E+02,1523,-6038,1000
1.04028378E+02,1490,-6056,1194
1.04048495E+02,1494,-6069,1371
1.04068611E+02,1469,-6068,1522
1.04088728E+02,1463,-6078,1661
1.04108844E+02,1455,-6058,1777
1.04128961E+02,1459,-6063,1878
1.04149077E+02,1461,-6047,2025
1.04169194E+02,1467,-6037,2169
1.04189311E+02,1494,-5993,2335
1.04209427E+02,1538,-5979,2507
1.04229544E+02,1530,-5939,2697
1.04249660E+02,1555,-5929,2845
1.04269777E+02,1541,-5862,3000
1.04289893E+02,1559,-5830,3118
1.04310010E+02,1538,-5820,3209
1.04330126E+02,1553,-5791,3273
1.04350243E+02,1558,-5763,3308
1.04370360E+02,1572,-5791,3308
1.04390476E+02,1573,-5779,3294
1.04410593E+02,1576,-5797,3268
1.04430709E+02,1600,-5823,3237
1.04450826E+02,1593,-5822,3209
1.04470942E+02,1600,-5851,3155
1.04491059E+02,1612,-5864,3087
1.04511175E+02,1615,-5880,3059
1.04531292E+02,1619,-5916,2991
1.04551409E+02,1608,-5925,2908
1.04571525E+02,1622,-5966,2820
1.04591642E+02,1613,-5966,2820
1.04611758E+02,1613,-5979,2721
1.04631875E+02,1613,-6014,2652
1.04651991E+02,1598,-6040,2556
1.04672108E+02,1604,-6038,2487
1.04692224E+02,1590,-6060,2428
1.04712341E+02,1579,-6072,2348
1.04732458E+02,1579,-6077,2261
1.04752575E+02,1558,-6104,2178
1.04772692E+02,1545,-6125,2080
1.04792808E+02,1530,-6118,1961
1.04812925E+02,1532,-6156,1857
1.04833041E+02,1518,-6150,1794
1.04853158E+02,1515,-6156,1692
1.04873274E+02,1506,-6169,1657
1.04893391E+02,1493,-6177,1593
1.04913507E+02,1473,-6164,1530
1.04933624E+02,1490,-6177,1490
1.04953741E+02,1475,-6194,1481
1.04973857E+02,1484,-6186,1425
1.04993974E+02,1479,-6190,1382
1.05014090E+02,1493,-6189,1350
1.05034207E+02,1481,-6192,1285
1.05054323E+02,1484,-6193,1214
1.05074440E+02,1485,-6181,1151
1.05094556E+02,1497,-6191,1081
1.05114673E+02,1504,-6191,1030
1.05134789E+02,1510,-6181,1008
1.05154906E+02,1493,-6172,971
1.05175022E+02,1508,-6200,942
1.05195139E+02,1517,-6188,914
1.05215256E+02,1518,-6166,892
1.05235372E+02,1495,-6200,916
1.05255489E+02,1518,-6214,870
1.05275605E+02,1518,-6174,873
1.05295722E+02,1533,-6183,873
1.05315838E+02,1552,-6183,835
1.05335955E+02,1552,-6170,766
1.05356071E+02,1570,-6163,725
1.05376188E+02,1577,-6138,676
1.05396304E+02,1600,-6158,636
1.05416421E+02,1589,-6147,595
1.05436537E+02,1598,-6130,581
1.05456654E+02,1597,-6134,538
1.05476771E+02,1603,-6116,505
1.05496887E+02,1622,-6116,448
1.05517004E+02,1621,-6100,394
1.05537120E+02,1621,-6093,339
1.05557237E+02,1637,-6081,263
1.05577353E+02,1640,-6059,203
1.05597470E+02,1645,-6051,135
1.05617586E+02,1660,-6050,82
1.05637703E+02,1637,-6037,37
1.05657819E+02,1640,-6034,0
1.05677936E+02,1645,-6014,-29
1.05698052E+02,1645,-6010,-63
1.05718169E+02,1652,-6002,-71
1.05738284E+02,1655,-5987,-122
1.05758401E+02,1656,-5986,-168
1.05778517E+02,1650,-5978,-205
1.05798634E+02,1656,-5983,-271
1.05818751E+02,1636,-5961,-310
1.05838867E+02,1658,-5937,-349
1.05858984E+02,1655,-5942,-416
1.05879100E+02,1647,-5911,-470
1.05899217E+02,1673,-5874,-528
1.05919333E+02,1651,-5860,-610
1.05939450E+02,1638,-5826,-701
1.05959566E+02,1637,-5797,-793
1.05979683E+02,1632,-5755,-895
1.05999799E+02,1621,-5735,-962
1.06019916E+02,1618,-5695,-962
1.06040032E+02,1610,-5695,-1051
1.06060149E+02,1610,-5651,-1127
1.06080265E+02,1601,-5622,-1193
1.06100382E+02,1597,-5603,-1237
1.06120498E+02,1584,-5543,-1293
1.06140615E+02,1570,-5547,-1341
1.06160731E+02,1566,-5523,-1351
1.06180848E+02,1547,-5488,-1390
1.06200964E+02,1543,-5467,-1415
1.06221081E+02,1534,-5481,-1433
1.06241197E+02,1522,-5469,-1433
1.06261314E+02,1515,-5440,-1434
1.06281431E+02,1502,-5421,-1441
1.06301547E+02,1497,-5410,-1466
1.06321664E+02,1493,-5410,-1485
1.06341780E+02,1484,-5365,-1544
1.06361897E+02,1481,-5327,-1582
1.06382013E+02,1502,-5274,-1653
1.06402130E+02,1503,-5230,-1715
1.06422246E+02,1503,-5185,-1786
1.06442363E+02,1506,-5127,-1853
1.06462479E+02,1540,-5080,-1937
1.06482596E+02,1533,-5007,-1996
1.06502712E+02,1566,-4977,-2085
1.06522829E+02,1585,-4899,-2168
1.06542945E+02,1587,-4844,-2225
1.06563062E+02,1600,-4794,-2289
1.06583178E+02,1605,-4730,-2354
1.06603295E+02,1608,-4663,-2417
1.06623411E+02,1617,-4602,-2492
1.06643528E+02,1622,-4546,-2562
1.06663644E+02,1632,-4463,-2632
1.06683761E+02,1634,-4414,-2695
1.06703877E+02,1636,-4328,-2773
1.06723994E+02,1641,-4270,-2840
1.06744110E+02,1650,-4200,-2840
1.06764227E+02,1650,-4200,-2907
1.06784343E+02,1645,-4142,-2974
1.06804460E+02,1653,-4080,-3035
1.06824576E+02,1628,-4024,-3074
1.06844693E+02,1623,-3990,-3104
1.06864809E+02,1645,-3944,-3135
1.06884926E+02,1632,-3920,-3143
1.06905042E+02,1630,-3880,-3181
1.06925159E+02,1614,-3837,-3220
1.06945275E+02,1643,-3796,-3261
1.06965392E+02,1608,-3723,-3292
1.06985508E+02,1628,-3687,-3347
1.07005625E+02,1634,-3646,-3374
1.07025741E+02,1644,-3602,-3416
1.07045858E+02,1656,-3578,-3423
1.07065974E+02,1669,-3557,-3447
1.07086091E+02,1668,-3532,-3448
1.07106207E+02,1696,-3502,-3487
1.07126324E+02,1701,-3470,-3498
1.07146440E+02,1692,-3437,-3547
1.07166557E+02,1718,-3389,-3561
1.07186673E+02,1729,-3374,-3604
1.07206790E+02,1719,-3292,-3629
1.07226906E+02,1737,-3221,-3680
1.07247023E+02,1738,-3164,-3704
1.07267139E+02,1754,-3094,-3761
1.07287256E+02,1757,-3022,-3790
1.07307372E+02,1759,-2960,-3837
1.07327489E+02,1766,-2896,-3883
1.07347605E+02,1760,-2821,-3913
1.07367722E+02,1762,-2750,-3944
1.07387838E+02,1764,-2718,-3988
1.07407955E+02,1764,-2658,-4008
1.07428071E+02,1783,-2616,-4028
1.07448188E+02,1769,-2576,-4058
1.07468304E+02,1795,-2795,-4058
1.07488421E+02,1795,-2539,-4077
1.07508537E+02,1806,-2479,-4095
1.07528654E+02,1808,-2450,-4127
1.07548770E+02,1817,-2372,-4141
1.07568887E+02,1819,-2315,-4172
1.07589003E+02,1819,-2235,-4201
1.07609120E+02,1833,-2181,-4246
1.07629236E+02,1845,-2095,-4272
1.07649353E+02,1834,-2058,-4303
1.07669469E+02,1843,-1996,-4331
1.07689586E+02,1841,-1928,-4360
1.07709702E+02,1849,-1867,-4375
1.07729819E+02,1857,-1809,-4388
1.07749935E+02,1865,-1754,-4409
1.07770052E+02,1859,-1677,-4440
1.07790168E+02,1873,-1633,-4464
1.07810285E+02,1872,-1561,-4463
1.07830401E+02,1871,-1482,-4500
1.07850518E+02,1870,-1408,-4506
1.07870634E+02,1871,-1331,-4540
1.07890751E+02,1873,-1266,-4558
1.07910867E+02,1871,-1190,-4591
1.07930984E+02,1863,-1160,-4594
1.07951100E+02,1899,-1098,-4601
1.07971217E+02,1894,-1039,-4627
1.07991333E+02,1900,-947,-4640
1.08011450E+02,1889,-843,-4683
1.08031566E+02,1914,-720,-4686
1.08051683E+02,1922,-627,-4708
1.08071799E+02,1936,-513,-4743
1.08091916E+02,1924,-469,-4731
1.08112032E+02,1940,-425,-4736
1.08132149E+02,1951,-393,-4757
1.08152265E+02,1965,-371,-4747
1.08172382E+02,1971,-352,-4751
1.08192498E+02,1973,-352,-4751
1.08212615E+02,1973,-353,-4763
1.08232731E+02,1967,-333,-4748
1.08252847E+02,1964,-281,-4777
1.08272964E+02,1949,-214,-4776
1.08293080E+02,1974,-179,-4785
1.08313197E+02,1960,-125,-4793
1.08333313E+02,1968,-56,-4808
1.08353430E+02,1973,25,-4806
1.08373546E+02,1960,106,-4814
1.08393663E+02,1982,182,-4838
1.08413779E+02,1967,248,-4839
1.08433896E+02,1970,339,-4842
1.08454012E+02,1976,405,-4849
1.08474129E+02,1980,510,-4860
